DATE,NE TAVG,NE TMIN,NE TMAX
12/26/2011,-8.09,-13.8,-2.37
12/27/2011,-4.15,-9.15,0.85
12/28/2011,0.82,-7.27,8.92
12/29/2011,-2.59,-11.28,6.1
12/30/2011,-8.53,-12.32,-4.75
12/31/2011,-5.06,-9.93,-0.18
1/1/2012,0.1,-2.77,2.98
1/2/2012,1.87,-2.29,6.03
1/3/2012,-2.15,-8.17,3.87
1/4/2012,-11.84,-16.61,-7.07
1/5/2012,-11.32,-16.07,-6.56
1/6/2012,-6.2,-10.94,-1.45
1/7/2012,-4.74,-9.02,-0.47
1/8/2012,-0.41,-5.17,4.36
1/9/2012,-4.73,-10.24,0.78
1/10/2012,-5.35,-10.3,-0.39
1/11/2012,-4.5,-11.37,2.37
1/12/2012,-6.62,-10.87,-2.38
1/13/2012,-3.76,-6.02,-1.5
1/14/2012,-2.31,-6.98,2.37
1/15/2012,-12.37,-19.59,-5.16
1/16/2012,-16.27,-20.19,-12.35
1/17/2012,-10.54,-18.28,-2.8
1/18/2012,-0.07,-4.25,4.11
1/19/2012,-8.43,-17.17,0.31
1/20/2012,-11.31,-17.37,-5.24
1/21/2012,-10.25,-15.76,-4.75
1/22/2012,-15.17,-20.99,-9.34
1/23/2012,-11.65,-19.24,-4.07
1/24/2012,-0.19,-5.89,5.5
1/25/2012,3.23,-0.99,7.45
1/26/2012,-2.14,-5.93,1.65
1/27/2012,-2.7,-6.59,1.19
1/28/2012,-0.61,-3.3,2.08
1/29/2012,-0.13,-3.68,3.42
1/30/2012,-2.5,-6.79,1.8
1/31/2012,-6.72,-12.39,-1.06
2/1/2012,-4.81,-10.02,0.41
2/2/2012,-0.83,-4.93,3.28
2/3/2012,-6.06,-11.27,-0.85
2/4/2012,-6.11,-11.25,-0.98
2/5/2012,-7.61,-14.4,-0.82
2/6/2012,-6.98,-13.32,-0.64
2/7/2012,0.77,-4.3,5.84
2/8/2012,-6.08,-13.86,1.71
2/9/2012,-6.54,-13.6,0.51
2/10/2012,-3.11,-10.14,3.92
2/11/2012,-1.98,-9.84,5.87
2/12/2012,-7.43,-14.26,-0.6
2/13/2012,-12.19,-16.19,-8.19
2/14/2012,-7.66,-13.17,-2.15
2/15/2012,-3.03,-9.41,3.34
2/16/2012,0.82,-3.79,5.43
2/17/2012,2.03,-1.45,5.52
2/18/2012,1.9,-1.76,5.55
2/19/2012,-0.82,-5.31,3.67
2/20/2012,-3.66,-9.23,1.9
2/21/2012,-5.59,-11.5,0.32
2/22/2012,-3.49,-10.56,3.58
2/23/2012,3.1,-1.1,7.3
2/24/2012,1.64,-2.73,6.01
2/25/2012,0.54,-2.27,3.35
2/26/2012,-2.75,-7.45,1.96
2/27/2012,-6.63,-12.29,-0.96
2/28/2012,-5.21,-11.37,0.95
2/29/2012,-5.04,-10.88,0.8
3/1/2012,-5.4,-10.96,0.16
3/2/2012,-6.74,-9.99,-3.49
3/3/2012,-4.52,-9.05,0.01
3/4/2012,0.27,-4.23,4.76
3/5/2012,-1.29,-6.65,4.07
3/6/2012,-7.71,-13.82,-1.6
3/7/2012,-6.25,-13.42,0.92
3/8/2012,2.64,-5.77,11.04
3/9/2012,7.96,-0.41,16.33
3/10/2012,-1.24,-6.88,4.4
3/11/2012,-2.68,-7.75,2.39
3/12/2012,2.49,-4.86,9.85
3/13/2012,7.48,-1.59,16.55
3/14/2012,7.88,1.91,13.86
3/15/2012,2.88,-0.78,6.53
3/16/2012,2.04,-1.13,5.21
3/17/2012,2.26,-0.02,4.53
3/18/2012,6.97,0.89,13.05
3/19/2012,12.35,2.73,21.97
3/20/2012,11.67,2.9,20.44
3/21/2012,13.69,3.25,24.13
3/22/2012,15.89,6.06,25.72
3/23/2012,16.25,6.4,26.09
3/24/2012,10.25,3.05,17.45
3/25/2012,6.89,1.74,12.04
3/26/2012,3.76,0.8,6.72
3/27/2012,-1.54,-6.61,3.53
3/28/2012,-1.11,-6.78,4.57
3/29/2012,1.95,-1.41,5.32
3/30/2012,1.18,-1.72,4.09
3/31/2012,0.75,-3.88,5.38
4/1/2012,1.1,-5.24,7.43
4/2/2012,2.75,-3.66,9.16
4/3/2012,3.11,-3.25,9.48
4/4/2012,4.24,-1.95,10.44
4/5/2012,5.09,-0.72,10.89
4/6/2012,2.17,-2.58,6.92
4/7/2012,3.1,-2.44,8.64
4/8/2012,3.29,-1.12,7.7
4/9/2012,3.75,0.33,7.18
4/10/2012,4.85,0.82,8.87
4/11/2012,5.62,-0.2,11.45
4/12/2012,6.06,0.05,12.07
4/13/2012,5.05,-1.69,11.78
4/14/2012,7.02,-1.16,15.2
4/15/2012,10.38,1.89,18.86
4/16/2012,14.43,6.26,22.61
4/17/2012,18.02,8.76,27.29
4/18/2012,14,3.63,24.37
4/19/2012,7.33,-0.02,14.69
4/20/2012,9.81,0.83,18.79
4/21/2012,12.93,5.06,20.8
4/22/2012,12.22,4.37,20.07
4/23/2012,5.81,2.39,9.22
4/24/2012,7.92,2.68,13.16
4/25/2012,7.13,1.72,12.53
4/26/2012,7.06,0.14,13.97
4/27/2012,8.45,2.03,14.88
4/28/2012,3.65,-1.35,8.64
4/29/2012,3.2,-2.55,8.95
4/30/2012,3.85,-1.96,9.65
5/1/2012,7.64,0.47,14.81
5/2/2012,6.34,3.82,8.87
5/3/2012,7.36,4.32,10.41
5/4/2012,9.32,5.56,13.09
5/5/2012,10.64,7.1,14.18
5/6/2012,9.93,3.42,16.44
5/7/2012,9.32,1.2,17.44
5/8/2012,11.67,3.01,20.33
5/9/2012,9.9,6.25,13.55
5/10/2012,11.85,8.08,15.62
5/11/2012,9.84,5.2,14.47
5/12/2012,8.88,2.51,15.25
5/13/2012,13,4.93,21.08
5/14/2012,14.7,8.53,20.87
5/15/2012,14.62,10.34,18.91
5/16/2012,15.49,11.77,19.21
5/17/2012,14.65,8.81,20.49
5/18/2012,10.27,2.96,17.59
5/19/2012,13.13,4.72,21.54
5/20/2012,16.78,7.76,25.79
5/21/2012,18.73,9.26,28.19
5/22/2012,18.05,11.53,24.56
5/23/2012,16.84,13.12,20.55
5/24/2012,17.77,11.84,23.69
5/25/2012,17.79,12.56,23.02
5/26/2012,17.12,13.31,20.92
5/27/2012,18.04,9.67,26.42
5/28/2012,17.28,10.61,23.96
5/29/2012,17.14,11.78,22.5
5/30/2012,15.58,12,19.15
5/31/2012,16.95,10.84,23.05
6/1/2012,14.9,7.43,22.36
6/2/2012,14.84,7.92,21.76
6/3/2012,12.78,9.12,16.45
6/4/2012,11.57,8.21,14.94
6/5/2012,9.91,7.3,12.52
6/6/2012,11.22,6.92,15.52
6/7/2012,12.74,7.57,17.9
6/8/2012,13.51,7.43,19.59
6/9/2012,15.46,8.71,22.21
6/10/2012,15.39,8.33,22.46
6/11/2012,17.31,9.53,25.09
6/12/2012,17.93,11.78,24.08
6/13/2012,18.7,13.34,24.06
6/14/2012,15.3,10.17,20.43
6/15/2012,15.1,7.56,22.65
6/16/2012,16.27,8.35,24.19
6/17/2012,15.61,8.41,22.8
6/18/2012,15.76,8.77,22.74
6/19/2012,15.77,9.61,21.93
6/20/2012,17.91,12.09,23.73
6/21/2012,24.48,17.21,31.74
6/22/2012,24.04,17.17,30.9
6/23/2012,22.77,15.72,29.81
6/24/2012,19.46,13.33,25.59
6/25/2012,19.47,13.54,25.39
6/26/2012,16.93,12.72,21.15
6/27/2012,15.63,12.79,18.46
6/28/2012,16.69,12.78,20.6
6/29/2012,18.8,12.79,24.8
6/30/2012,21.63,14.15,29.1
7/1/2012,22.28,14.99,29.57
7/2/2012,21.3,14.3,28.3
7/3/2012,19.64,13.21,26.07
7/4/2012,20.06,13.71,26.41
7/5/2012,20.73,15.48,25.98
7/6/2012,20.35,14.78,25.91
7/7/2012,22.68,16.76,28.6
7/8/2012,21.65,15.11,28.19
7/9/2012,18.44,11.16,25.71
7/10/2012,17.27,9.91,24.64
7/11/2012,18.06,10.09,26.02
7/12/2012,19.8,11.88,27.72
7/13/2012,21.8,13.8,29.8
7/14/2012,23.36,15.88,30.83
7/15/2012,24.08,16.66,31.51
7/16/2012,24.05,17.73,30.37
7/17/2012,23.35,17.68,29.01
7/18/2012,22.96,18.31,27.62
7/19/2012,20.25,12.42,28.09
7/20/2012,17.47,11.02,23.91
7/21/2012,16.76,9.97,23.54
7/22/2012,19.03,11.67,26.38
7/23/2012,21.7,14.97,28.43
7/24/2012,23.06,17.36,28.77
7/25/2012,20.08,13.13,27.03
7/26/2012,19.49,13.77,25.2
7/27/2012,19.68,15.26,24.1
7/28/2012,20.66,15.16,26.16
7/29/2012,20.47,15.41,25.53
7/30/2012,18.48,13.44,23.52
7/31/2012,20.97,14.06,27.89
8/1/2012,21.17,14.94,27.41
8/2/2012,21.51,16.27,26.75
8/3/2012,22.9,17.45,28.34
8/4/2012,23.33,16.34,30.32
8/5/2012,23.75,17.06,30.43
8/6/2012,23.57,18.06,29.08
8/7/2012,18.9,12.01,25.79
8/8/2012,20.04,12.67,27.41
8/9/2012,21.72,14.39,29.05
8/10/2012,22.45,16.81,28.09
8/11/2012,20.97,17.62,24.32
8/12/2012,21.14,18.13,24.16
8/13/2012,21.14,16.52,25.76
8/14/2012,21.36,15.5,27.21
8/15/2012,21.59,16.08,27.09
8/16/2012,21.28,16.67,25.88
8/17/2012,18.82,14.5,23.14
8/18/2012,20.72,14.87,26.56
8/19/2012,17.28,10.56,24.01
8/20/2012,17.13,10.34,23.93
8/21/2012,18.3,11.37,25.24
8/22/2012,17.37,10.3,24.43
8/23/2012,18.22,10.8,25.64
8/24/2012,19.64,12.27,27.01
8/25/2012,19.66,12.46,26.87
8/26/2012,19.94,12.82,27.07
8/27/2012,20.91,13.68,28.14
8/28/2012,21.49,15.11,27.87
8/29/2012,17.74,10.05,25.44
8/30/2012,16.22,9.65,22.8
8/31/2012,18.37,11.82,24.92
9/1/2012,19.49,12.72,26.26
9/2/2012,17.36,10.27,24.44
9/3/2012,16.08,9.77,22.39
9/4/2012,17.64,11.48,23.79
9/5/2012,18.29,14.02,22.55
9/6/2012,18.31,13.64,22.97
9/7/2012,18.63,13.69,23.56
9/8/2012,20.34,14.68,25.99
9/9/2012,18.81,12.93,24.68
9/10/2012,14.51,8.73,20.29
9/11/2012,11.86,6.03,17.69
9/12/2012,12.91,5.74,20.08
9/13/2012,15.77,7.33,24.22
9/14/2012,18,9.61,26.39
9/15/2012,18.63,11.57,25.68
9/16/2012,12.93,5.75,20.1
9/17/2012,10.82,3.73,17.91
9/18/2012,12.99,4.59,21.39
9/19/2012,14.8,9.25,20.35
9/20/2012,10.61,3.5,17.73
9/21/2012,10.11,3.05,17.17
9/22/2012,11.62,5.79,17.44
9/23/2012,15.26,9.83,20.68
9/24/2012,10.82,3.55,18.09
9/25/2012,9.32,2.31,16.33
9/26/2012,11.44,3.9,18.99
9/27/2012,12.97,8.44,17.5
9/28/2012,9.82,3.34,16.3
9/29/2012,8.69,4.05,13.33
9/30/2012,10.45,8.1,12.79
10/1/2012,12.08,9.61,14.55
10/2/2012,12.63,9.33,15.93
10/3/2012,14.66,9.65,19.67
10/4/2012,15.4,11.72,19.07
10/5/2012,13.75,10.91,16.6
10/6/2012,16.26,11.29,21.22
10/7/2012,12.66,5.11,20.22
10/8/2012,7.77,3.14,12.41
10/9/2012,6.43,1.19,11.68
10/10/2012,7.49,2.45,12.53
10/11/2012,8.28,3.2,13.35
10/12/2012,6.54,2.19,10.89
10/13/2012,3.22,-2.23,8.67
10/14/2012,3.35,-1.89,8.59
10/15/2012,7.51,3.81,11.22
10/16/2012,12.55,7.4,17.69
10/17/2012,5.85,0.57,11.13
10/18/2012,6.91,-0.08,13.9
10/19/2012,9.25,1.86,16.63
10/20/2012,12.3,8.36,16.24
10/21/2012,12.67,6.1,19.25
10/22/2012,10.42,6.1,14.75
10/23/2012,9.13,4.18,14.08
10/24/2012,7.2,0.94,13.47
10/25/2012,6.49,0.3,12.69
10/26/2012,7.61,1.12,14.1
10/27/2012,10.93,4.08,17.77
10/28/2012,11.7,5.78,17.62
10/29/2012,10.07,7.21,12.93
10/30/2012,12.54,9.96,15.12
10/31/2012,13.89,10.97,16.81
11/1/2012,10.25,6.21,14.29
11/2/2012,7.53,4.45,10.61
11/3/2012,6.15,3.2,9.1
11/4/2012,5.06,2.08,8.04
11/5/2012,3.06,-0.52,6.64
11/6/2012,-1.48,-5.47,2.52
11/7/2012,-2.47,-7.44,2.5
11/8/2012,-1.92,-5.57,1.73
11/9/2012,0.81,-0.76,2.39
11/10/2012,2.79,-0.85,6.43
11/11/2012,2.12,-2.74,6.98
11/12/2012,4.87,-0.49,10.22
11/13/2012,9.57,2.86,16.27
11/14/2012,4.17,-2.73,11.07
11/15/2012,0.47,-4.58,5.53
11/16/2012,0.01,-4.56,4.58
11/17/2012,-0.1,-4.85,4.64
11/18/2012,-0.81,-6.76,5.14
11/19/2012,-0.41,-6.55,5.74
11/20/2012,0.43,-6.19,7.05
11/21/2012,1.36,-5.28,7.99
11/22/2012,1.97,-3.56,7.51
11/23/2012,3.32,-3.3,9.94
11/24/2012,4.77,-1.45,10.99
11/25/2012,0.66,-3.45,4.77
11/26/2012,-3.01,-5.69,-0.34
11/27/2012,-3.34,-8.34,1.66
11/28/2012,-4.26,-8.53,0.01
11/29/2012,-4.37,-8.56,-0.19
11/30/2012,-4.94,-10.33,0.46
12/1/2012,-7.53,-11.71,-3.35
12/2/2012,-5.22,-10.1,-0.33
12/3/2012,3.14,-1.24,7.53
12/4/2012,3.33,-1.87,8.52
12/5/2012,5.04,-0.08,10.16
12/6/2012,2.22,-4.65,9.08
12/7/2012,-3.22,-7.78,1.34
12/8/2012,-1.34,-5.68,2.99
12/9/2012,1.51,-1.5,4.52
12/10/2012,1.2,-2.37,4.78
12/11/2012,2.2,-1.29,5.69
12/12/2012,-2.47,-8.16,3.23
12/13/2012,-3.91,-8.74,0.91
12/14/2012,-2.71,-8.05,2.63
12/15/2012,-1.87,-8.1,4.35
12/16/2012,-6.13,-11.08,-1.19
12/17/2012,-7,-10.23,-3.78
12/18/2012,-2.17,-6.09,1.75
12/19/2012,1.92,0.26,3.57
12/20/2012,0.35,-2.16,2.86
12/21/2012,-0.03,-2.6,2.53
12/22/2012,3.07,-1.19,7.34
12/23/2012,-2.07,-6.76,2.63
12/24/2012,-4.9,-8.55,-1.25
12/25/2012,-6.08,-9.84,-2.32
12/26/2012,-7.29,-12.15,-2.44
12/27/2012,-6.74,-11.71,-1.77
12/28/2012,-4.23,-7.1,-1.37
12/29/2012,-5.66,-9.49,-1.82
12/30/2012,-6.2,-9.17,-3.23
12/31/2012,-8.4,-12.07,-4.73
1/1/2013,-5.99,-10.58,-1.4
1/2/2013,-9.59,-16.04,-3.15
1/3/2013,-13.7,-19.44,-7.96
1/4/2013,-13.53,-19.3,-7.76
1/5/2013,-6.6,-12.35,-0.85
1/6/2013,-6.97,-13.17,-0.77
1/7/2013,-5.89,-10.76,-1.02
1/8/2013,-9.02,-15.46,-2.58
1/9/2013,-4.76,-12.59,3.08
1/10/2013,-2.67,-9.34,4
1/11/2013,-1.92,-8.04,4.21
1/12/2013,-2.4,-6.94,2.15
1/13/2013,2.31,0,4.61
1/14/2013,4.62,1.52,7.72
1/15/2013,3.79,-2.92,10.5
1/16/2013,-1.8,-5.02,1.41
1/17/2013,-3.4,-6.34,-0.45
1/18/2013,-7.64,-16.58,1.3
1/19/2013,-11.93,-17.83,-6.04
1/20/2013,-4.14,-9.77,1.5
1/21/2013,-4.44,-13.68,4.8
1/22/2013,-11.32,-16.14,-6.49
1/23/2013,-15.52,-21.08,-9.96
1/24/2013,-19.03,-22.82,-15.24
1/25/2013,-17.04,-21.4,-12.67
1/26/2013,-13.73,-18.04,-9.42
1/27/2013,-12.76,-17.06,-8.47
1/28/2013,-11.12,-16.33,-5.92
1/29/2013,-8.93,-14.44,-3.41
1/30/2013,-4.13,-10.13,1.88
1/31/2013,6.03,0.11,11.95
2/1/2013,2.1,-7.12,11.33
2/2/2013,-9.06,-13.42,-4.71
2/3/2013,-9.98,-13.75,-6.21
2/4/2013,-8.13,-12.43,-3.83
2/5/2013,-9.62,-14.57,-4.66
2/6/2013,-10.34,-14.27,-6.41
2/7/2013,-8.47,-15.57,-1.38
2/8/2013,-12.15,-16.53,-7.77
2/9/2013,-11.45,-14.58,-8.32
2/10/2013,-11.83,-15.3,-8.35
2/11/2013,-8.75,-16.61,-0.89
2/12/2013,-4.83,-11.2,1.55
2/13/2013,0.6,-2.41,3.61
2/14/2013,-0.81,-5.16,3.54
2/15/2013,-1.92,-6.94,3.1
2/16/2013,0.2,-5.33,5.72
2/17/2013,-3.48,-7.91,0.94
2/18/2013,-9.09,-11.99,-6.18
2/19/2013,-8.19,-12.55,-3.82
2/20/2013,-2.23,-9.02,4.55
2/21/2013,-3.21,-7.01,0.59
2/22/2013,-4.8,-8.07,-1.53
2/23/2013,-2.97,-8.13,2.19
2/24/2013,-2.04,-4.58,0.49
2/25/2013,-2.02,-4.68,0.63
2/26/2013,-1.41,-5.88,3.07
2/27/2013,-0.16,-5.01,4.68
2/28/2013,-0.12,-3.83,3.6
3/1/2013,1,-1.66,3.66
3/2/2013,0.17,-1.72,2.07
3/3/2013,0.14,-2.25,2.53
3/4/2013,0.25,-2.63,3.13
3/5/2013,-0.46,-2.52,1.59
3/6/2013,1.72,-1.54,4.98
3/7/2013,0.81,-1.4,3.01
3/8/2013,-0.51,-2.47,1.45
3/9/2013,0.22,-4.82,5.27
3/10/2013,1.11,-6.31,8.53
3/11/2013,1.32,-4.72,7.36
3/12/2013,4.74,0.65,8.83
3/13/2013,5.29,1.63,8.95
3/14/2013,2.33,-2.53,7.18
3/15/2013,-3.24,-8.61,2.13
3/16/2013,-4.12,-9.5,1.26
3/17/2013,-5.55,-11.14,0.05
3/18/2013,-7.81,-13.51,-2.1
3/19/2013,-6.17,-12.73,0.4
3/20/2013,-4.58,-8.11,-1.06
3/21/2013,-4.36,-8.78,0.07
3/22/2013,-3.78,-10.17,2.62
3/23/2013,-3.2,-9.02,2.63
3/24/2013,-0.56,-4.11,2.99
3/25/2013,0.62,-4.45,5.68
3/26/2013,0.96,-3.88,5.79
3/27/2013,1.68,-3.63,7
3/28/2013,2.91,-1.31,7.13
3/29/2013,4.34,-0.05,8.72
3/30/2013,4.32,-1.65,10.29
3/31/2013,2.81,-4.83,10.45
4/1/2013,4.16,-3.27,11.59
4/2/2013,2.55,-4.93,10.04
4/3/2013,-2.14,-6,1.72
4/4/2013,-1.16,-5.45,3.13
4/5/2013,2.94,-3.41,9.29
4/6/2013,3.34,-4.33,11.01
4/7/2013,-1,-6.29,4.28
4/8/2013,3.12,-2.93,9.17
4/9/2013,6.88,0.82,12.95
4/10/2013,6.81,2.64,10.97
4/11/2013,6.97,1.71,12.23
4/12/2013,2.99,-1.82,7.8
4/13/2013,0.78,-1.97,3.53
4/14/2013,3.8,-0.15,7.75
4/15/2013,3.53,-1.47,8.54
4/16/2013,6.2,-0.36,12.76
4/17/2013,8.09,2.53,13.65
4/18/2013,6.65,-1.05,14.36
4/19/2013,6.56,1,12.11
4/20/2013,13.22,5.62,20.82
4/21/2013,5.76,-0.88,12.41
4/22/2013,2.81,-3.76,9.39
4/23/2013,4.38,-2.7,11.47
4/24/2013,4.31,-0.65,9.27
4/25/2013,11.55,4.77,18.33
4/26/2013,6.66,-1.04,14.36
4/27/2013,6.95,-1.18,15.07
4/28/2013,8.53,-0.04,17.11
4/29/2013,10.72,1.5,19.93
4/30/2013,11.48,3.05,19.9
5/1/2013,11.46,1.45,21.47
5/2/2013,12.97,2.92,23.02
5/3/2013,12.16,2.01,22.3
5/4/2013,10.62,1.72,19.52
5/5/2013,10.79,0.92,20.65
5/6/2013,11.76,1.99,21.53
5/7/2013,13.8,4.31,23.3
5/8/2013,16.06,6.27,25.84
5/9/2013,16.77,9.51,24.03
5/10/2013,15.04,10.59,19.48
5/11/2013,16.5,10.61,22.39
5/12/2013,13.56,10.03,17.09
5/13/2013,9.53,2.64,16.41
5/14/2013,6.29,0.4,12.18
5/15/2013,6.18,-0.55,12.91
5/16/2013,9.87,2.52,17.23
5/17/2013,13.71,6.05,21.37
5/18/2013,9.98,2.5,17.46
5/19/2013,11.37,3.67,19.08
5/20/2013,12.53,6.58,18.48
5/21/2013,15.17,9.74,20.6
5/22/2013,13.96,8.82,19.09
5/23/2013,13.42,9.53,17.32
5/24/2013,15.67,10.86,20.48
5/25/2013,11.76,6.49,17.03
5/26/2013,6.47,3.91,9.03
5/27/2013,7.04,2.59,11.49
5/28/2013,9.92,2.16,17.67
5/29/2013,13.18,4.89,21.46
5/30/2013,14.63,9.76,19.5
5/31/2013,20.14,12.75,27.53
6/1/2013,22.49,14.49,30.49
6/2/2013,23.35,15.8,30.91
6/3/2013,22.19,15.31,29.08
6/4/2013,16.08,8.31,23.85
6/5/2013,12.49,5.98,19
6/6/2013,13.67,6.56,20.77
6/7/2013,14.55,8.8,20.3
6/8/2013,12.57,9.74,15.41
6/9/2013,14.37,10.05,18.7
6/10/2013,15.09,8.98,21.21
6/11/2013,15.93,10.33,21.53
6/12/2013,13.94,11.06,16.81
6/13/2013,12.87,8.45,17.29
6/14/2013,14.04,8.89,19.18
6/15/2013,15.36,8.22,22.51
6/16/2013,15.63,8.48,22.77
6/17/2013,16.53,10.78,22.28
6/18/2013,17.43,10.43,24.42
6/19/2013,14.34,7.87,20.8
6/20/2013,14.24,6.62,21.86
6/21/2013,16.41,8.7,24.12
6/22/2013,18.12,10.47,25.77
6/23/2013,19.02,12.9,25.14
6/24/2013,21.36,15.74,26.98
6/25/2013,23.26,16.77,29.76
6/26/2013,23.72,17.19,30.25
6/27/2013,18.91,14.45,23.38
6/28/2013,17.22,13.51,20.94
6/29/2013,17.06,13.94,20.19
6/30/2013,20.23,16.22,24.24
7/1/2013,21.78,17,26.56
7/2/2013,20.29,16.1,24.48
7/3/2013,18.52,15.12,21.91
7/4/2013,22.44,16.62,28.25
7/5/2013,25.23,19.62,30.83
7/6/2013,25.59,20.13,31.05
7/7/2013,24.29,18.49,30.08
7/8/2013,23.71,17.56,29.86
7/9/2013,21.14,15.83,26.44
7/10/2013,20.75,16.42,25.08
7/11/2013,20.94,17.32,24.56
7/12/2013,19.94,13.83,26.04
7/13/2013,19.47,12.82,26.12
7/14/2013,20.95,14.55,27.36
7/15/2013,23.78,16.99,30.58
7/16/2013,25.04,17.98,32.1
7/17/2013,24.14,16.88,31.4
7/18/2013,24.74,18.29,31.19
7/19/2013,24.67,19.14,30.2
7/20/2013,25.35,19.29,31.41
7/21/2013,21.57,14.01,29.12
7/22/2013,18.91,12.32,25.5
7/23/2013,19.4,13.65,25.16
7/24/2013,19.51,16.06,22.96
7/25/2013,17.73,10.51,24.96
7/26/2013,16.18,11.21,21.15
7/27/2013,17.19,13.44,20.95
7/28/2013,20.04,13.83,26.25
7/29/2013,20.29,15.33,25.26
7/30/2013,19.62,14.05,25.19
7/31/2013,18.54,12.33,24.74
8/1/2013,19.4,12.7,26.11
8/2/2013,19.99,14.24,25.75
8/3/2013,18.81,13.62,24
8/4/2013,17.8,12.14,23.46
8/5/2013,17.15,11.08,23.23
8/6/2013,14.75,8.4,21.1
8/7/2013,16.95,9.57,24.32
8/8/2013,18.58,12.12,25.05
8/9/2013,19.96,16.21,23.71
8/10/2013,19.31,16.26,22.36
8/11/2013,16.87,9.97,23.77
8/12/2013,17.65,11.15,24.15
8/13/2013,18.63,12.32,24.94
8/14/2013,17.29,12.62,21.96
8/15/2013,15.65,9.64,21.65
8/16/2013,16.23,9.58,22.88
8/17/2013,17.08,10.11,24.04
8/18/2013,17.02,9.84,24.2
8/19/2013,17.86,11.17,24.54
8/20/2013,20.11,13.9,26.33
8/21/2013,21.04,14.39,27.69
8/22/2013,21.89,14.9,28.88
8/23/2013,21.25,14.5,28.01
8/24/2013,15.93,8.35,23.5
8/25/2013,16.05,8,24.1
8/26/2013,17.76,10.25,25.27
8/27/2013,19.13,14.9,23.35
8/28/2013,21.12,15.16,27.08
8/29/2013,20.94,14.87,27.02
8/30/2013,16.44,12.54,20.34
8/31/2013,19.19,13.35,25.03
9/1/2013,21.04,17.15,24.92
9/2/2013,21.38,17.3,25.46
9/3/2013,18.61,15.72,21.5
9/4/2013,18.44,13.38,23.51
9/5/2013,17.22,10.78,23.65
9/6/2013,11.31,4.02,18.6
9/7/2013,11.97,4.88,19.06
9/8/2013,15.46,8.92,21.99
9/9/2013,11.01,3.93,18.08
9/10/2013,12.07,5,19.13
9/11/2013,16.12,11.69,20.54
9/12/2013,22.95,16.22,29.67
9/13/2013,20.75,16.48,25.03
9/14/2013,15.75,11.25,20.26
9/15/2013,11.97,6.7,17.24
9/16/2013,13.03,7.04,19.02
9/17/2013,8.92,2.11,15.74
9/18/2013,9.58,2.29,16.87
9/19/2013,12.88,4.54,21.23
9/20/2013,15.01,6.47,23.54
9/21/2013,16.05,8.4,23.71
9/22/2013,16.34,11.18,21.5
9/23/2013,12.58,6.23,18.93
9/24/2013,9.04,5.21,12.88
9/25/2013,9.35,5.16,13.54
9/26/2013,10.79,6,15.59
9/27/2013,11.83,7.57,16.1
9/28/2013,12.5,5.81,19.2
9/29/2013,13.64,5.45,21.83
9/30/2013,12.99,4.81,21.16
10/1/2013,13,5.18,20.82
10/2/2013,14.83,6.65,23.01
10/3/2013,15.84,8.04,23.63
10/4/2013,14.27,6.85,21.69
10/5/2013,12.66,6.74,18.57
10/6/2013,12.13,6.8,17.45
10/7/2013,10.76,6.87,14.65
10/8/2013,13.68,7.76,19.61
10/9/2013,8.55,1.82,15.29
10/10/2013,9.38,2.07,16.7
10/11/2013,10.93,3.58,18.27
10/12/2013,13.06,5.41,20.71
10/13/2013,10.69,5.87,15.52
10/14/2013,9.62,4.3,14.95
10/15/2013,10.67,5.1,16.24
10/16/2013,12.49,7.5,17.48
10/17/2013,12.19,8.71,15.68
10/18/2013,13.7,8.48,18.92
10/19/2013,10.3,4.49,16.11
10/20/2013,10.38,4.76,15.99
10/21/2013,8.06,1.9,14.22
10/22/2013,8.74,2.14,15.34
10/23/2013,6.98,0.34,13.62
10/24/2013,4.54,-0.78,9.86
10/25/2013,3.56,-0.84,7.97
10/26/2013,2.79,-2.09,7.68
10/27/2013,3.34,-1.28,7.97
10/28/2013,4.33,-0.94,9.59
10/29/2013,2.59,-4.22,9.4
10/30/2013,0.71,-4.96,6.38
10/31/2013,2.24,-3.17,7.64
11/1/2013,6.66,-0.9,14.22
11/2/2013,10.98,4.46,17.51
11/3/2013,7.57,0.77,14.38
11/4/2013,0.19,-5.31,5.69
11/5/2013,-1.02,-6.14,4.1
11/6/2013,1.54,-4.28,7.36
11/7/2013,6.66,1,12.31
11/8/2013,5.82,-1.05,12.69
11/9/2013,1.87,-1.33,5.07
11/10/2013,1.29,-1.59,4.16
11/11/2013,2.38,-0.32,5.08
11/12/2013,1.61,-1.9,5.13
11/13/2013,-2.79,-6.3,0.73
11/14/2013,-3.23,-6.41,-0.05
11/15/2013,1.39,-3.08,5.86
11/16/2013,4.21,-1.74,10.16
11/17/2013,4.89,-1.93,11.71
11/18/2013,6.34,0.49,12.19
11/19/2013,7.43,0.8,14.07
11/20/2013,-0.35,-4.09,3.39
11/21/2013,-2.64,-7.57,2.28
11/22/2013,0.05,-6.76,6.86
11/23/2013,1.8,-1.44,5.04
11/24/2013,-2.82,-7.9,2.26
11/25/2013,-8.19,-10.96,-5.43
11/26/2013,-6.79,-10.75,-2.83
11/27/2013,0.03,-4.48,4.53
11/28/2013,3.22,-3.41,9.86
11/29/2013,-5.54,-9.75,-1.32
11/30/2013,-8.75,-13.37,-4.13
12/1/2013,-7.62,-12.84,-2.41
12/2/2013,-1.64,-4.11,0.82
